Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,,,,,,,,,,,,,,,
08.180.40,FALSE,FALSE,TRUE,214394,European Sculpture and Decorative Arts,1908,Piece,Piece,"British, Northamptonshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 19th century,1800,1815,Bobbin lace,L. 10 x 2 inches (25.4 x 5.1 cm),"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall, 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA,http://www.metmuseum.org/art/collection/search/214394,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
13.100.8,FALSE,FALSE,TRUE,61042,Asian Art,1913,Vase,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206,220,Bronze,H. 14 in. (35.6 cm), Diam. 6 3/4 in. (17.1 cm),"John Stewart Kennedy Fund, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork,NA,http://www.metmuseum.org/art/collection/search/61042,NA,NA,"Metropolitan Museum of Art, New York, NY",Vases,http://vocab.getty.edu/page/aat/300132254,,,,,,,,,,,,,,
50.602.138,FALSE,FALSE,TRUE,825929,Drawings and Prints,1950,Cut paper, print, ephemera,"Silhouette of Nathaniel Babson of Gloucester, Massachusetts",NA,NA,NA,NA,NA,Artist|Sitter,NA,William Henry Brown|Nathaniel Babson,"American, Charleston, South Carolina 1808–1883 Charleston, South Carolina|American, Gloucester, Massachusetts 1850–1927 Gloucester, Massachusetts",NA,"Brown, William Henry|Babson, Nathaniel",NA,1808      |1850,1883      |1927,|,http://vocab.getty.edu/page/ulan/500421741|,|,1828–83,1828,1883,Cut paper against a lithographic background,Sheet: 13 7/8 × 10 11/16 in. (35.2 × 27.1 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cut Paper|Prints|Ephemera,NA,http://www.metmuseum.org/art/collection/search/825929,NA,NA,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,,,,,,,,,,,,,
90.6.35,FALSE,FALSE,FALSE,554778,Egyptian Art,1890,"Brick, Thutmose IV","Brick, Thutmose IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1400–1390 B.C.,-1400,-1400,Mud,L. 13 × W. 10.5 × H. 7.5 cm (13 × 10.5 × 7.5 cm),"Gift of James Douglas, 1890",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/554778,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2009.300.7597,FALSE,FALSE,TRUE,174650,Costume Institute,2009,Morning frock coat,Morning frock coat,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,second quarter 19th century,1826,1850,Cotton,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Jason Westerfield, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/174650,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2009.300.4848,FALSE,FALSE,FALSE,170570,Costume Institute,2009,Necklace,Necklace,possibly French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935–45,1935,1945,"Glass, metal",NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of  Arturo and Paul Peralta-Ramos, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/170570,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2018.64,FALSE,FALSE,FALSE,785516,Asian Art,2018,Robe,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 18th century,1767,1799,"Ramie with resist-dyeing, silk and gold thread embroidery",70 × 49 1/2 in. (177.8 × 125.7 cm),"Mary Livingston Griggs and Mary Griggs Burke Foundation Fund, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costumes-Embroidered,NA,http://www.metmuseum.org/art/collection/search/785516,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
"43.120.1325a, b",FALSE,FALSE,FALSE,28946,Arms and Armor,1943,Sword-hilt collar and pommel (Fuchigashira),Sword-Hilt Collar and Pommel (Fuchigashira),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1615–1868,1590,1900,"Iron, gold",Fuchi (a), H. 1 1/2 in. (3.8 cm), Wt. 0.7 oz. (19.8 g), kashira (b), H. 1 3/8 in. (3.5 cm), Wt. 0.3 oz. (8.5 g),"Gift of Herman A. E. and Paul C. Jaehne, 1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sword Furniture-Fuchi-Kashira,NA,http://www.metmuseum.org/art/collection/search/28946,NA,NA,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,,,,,,,,,,
"86.11.370a, c–e",FALSE,TRUE,TRUE,321623,Ancient Near Eastern Art,1886,Cuneiform tablet,Cuneiform tablet: letter of Sin-sharra-ishkun to Nabopolassar,Seleucid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2nd century B.C.,-200,-100,Clay,3.25 x 6 in. (8.26 x 15.24 cm),"Purchase, 1886",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Clay-Tablets-Inscribed,NA,http://www.metmuseum.org/art/collection/search/321623,NA,NA,"Metropolitan Museum of Art, New York, NY",Correspondence|Cuneiform,http://vocab.getty.edu/page/aat/300026877|http://vocab.getty.edu/page/aat/300028711,,,,,,,,,,,,,,,
36.90.240,FALSE,FALSE,TRUE,223341,European Sculpture and Decorative Arts,1936,Piece,Piece,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Silk and metal thread,"26 x 19 3/4 inches
66.0 x 50.2 cm","Gift of The United Piece Dye Works, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA,http://www.metmuseum.org/art/collection/search/223341,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
10.125.588p,FALSE,FALSE,TRUE,6780,The American Wing,1910,Press,Press,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700–1800,1700,1800,Wood,H. 22 in. (55.9 cm),"Gift of Mrs. Russell Sage, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural Substances,NA,http://www.metmuseum.org/art/collection/search/6780,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
91.1.754,FALSE,FALSE,TRUE,25674,Arms and Armor,1891,Sword guard (Tsuba),Sword Guard (&lt,i&gt,Tsuba&lt,/i&gt,) With (probably) the Motif of The Seven Sages in the Bamboo Groove (竹林七賢か透鐔),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1615–1868,1590,1900,"Iron, gold, copper, copper-gold alloy (shakudō)",Diam. 3 9/16 in. (9 cm), thickness 3/16 in. (0.5 cm), Wt. 4.7 oz. (133.2 g),"Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sword Furniture-Tsuba,NA,http://www.metmuseum.org/art/collection/search/25674,NA,NA,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,,,,,,,,,
"60.34.7a,b",FALSE,FALSE,FALSE,228804,European Sculpture and Decorative Arts,1960,Pieces,Pieces (2),Russian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Silk and metal thread,"a)  L. 55 1/2 x Gt. W. 53 1/2 inches (141.0 x 135.9 cm)
b)  Gt. L. 29 1/4 x W. 20 inches (74.3 x 50.8 cm)","Rogers Fund, 1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA,http://www.metmuseum.org/art/collection/search/228804,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
06.1172.3,FALSE,FALSE,TRUE,213005,European Sculpture and Decorative Arts,1906,Lappet,Lappet,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Needle lace,L. 48 x W. 5 inches (121.9 x 12.7 cm),"Gift of Hamilton W. Cary, in memory of Mrs. Cary, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA,http://www.metmuseum.org/art/collection/search/213005,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
11.215.671,FALSE,FALSE,TRUE,559094,Egyptian Art,1911,"Mold, ring",Mold for a Rings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1390–1353 B.C.,-1390,-1390,Pottery,Diam. 4.3 cm (1 11/16 in),"Rogers Fund, 1911",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/559094,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
C.I.43.126.60,FALSE,FALSE,FALSE,104335,Costume Institute,1943,Dressing Gown,Dressing gown,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800–1943,1800,1943,wool,NA,"Gift of Mrs. E. V. Anderson, 1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/104335,NA,NA,"Metropolitan Museum of Art, New York, NY",Dresses,http://vocab.getty.edu/page/aat/300046159,,,,,,,,,,,,,,,
14.40.297,FALSE,FALSE,TRUE,52041,Asian Art,1914,Vase,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,1722,Porcelain painted in underglaze blue,H. 5 1/4 in. (13.3 cm),"Bequest of Benjamin Altman, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/52041,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers|Trees|Vases,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300132254,,,,,,,,,,,,,,,
32.52.3,FALSE,FALSE,TRUE,448673,Islamic Art,1932,Bowl,Bowl Depicting a Princely Couple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12th–13th century,1100,1299,Stonepaste, luster-painted on opaque white glaze,"H. 2 1/16 in. (5.2 cm)
Max. Diam. 16 5/8 in. (42.2 cm)","Fletcher Fund, 1932",Made in,NA,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/448673,NA,NA,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Couples|Men|Women|Bowls,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300203596,,,,,,,,,,,,,,
18.95.17,FALSE,FALSE,TRUE,2410,The American Wing,1918,Jar,Covered jar,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1820–60,1820,1860,Earthenware,H. 10 in. (25.4 cm), Diam. 6 1/2 in. (16.5 cm),"Rogers Fund, 1918",Probably made in,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/2410,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
14.58.183,FALSE,FALSE,TRUE,39622,Asian Art,1914,Vessel,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12th–13th century,1100,1299,Bronze with gold and silver inlay,H. 5 1/2 (14 cm), W. 3 1/2 in. (8.9 cm), L. 8 1/2 in. (21.6 cm),"Bequest of John L. Cadwalader, 1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork,NA,http://www.metmuseum.org/art/collection/search/39622,NA,NA,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,,,,,,,,,,,,,
74.51.1804,FALSE,FALSE,TRUE,241359,Greek and Roman Art,1874,Head of a horse,Terracotta horse's head with harness,Cypriot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 600–480 B.C.,-600,-480,Terracotta,H. 3 15/16 in. (10 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terracottas,NA,http://www.metmuseum.org/art/collection/search/241359,NA,NA,"Metropolitan Museum of Art, New York, NY",Horses,http://vocab.getty.edu/page/aat/300250148,,,,,,,,,,,,,,,
14.25.508,FALSE,FALSE,TRUE,27096,Arms and Armor,1914,Morion,Morion,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1600,1575,1625,"Steel, leather, brass",H. 11 1/4 in. (28.6 cm), H. of comb 3 1/4 in. (8.3 cm), W. 11 in. (27.9 cm), D. 14 3/8 in. (36.5 cm), Wt. 3 lb. 9 oz. (1611 g),"Gift of William H. Riggs, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helmets,NA,http://www.metmuseum.org/art/collection/search/27096,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,
2014.546.2,FALSE,FALSE,FALSE,663400,Photographs,2014,Stereograph, Photograph,"Tutocanula, or El Capitan, 3600 feet, Yosemite Valley, Mariposa County, California",NA,NA,NA,NA,NA,Artist,NA,Carleton E. Watkins,"American, 1829–1916",NA,"Watkins, Carleton E.",American,1829,1916,NA,http://vocab.getty.edu/page/ulan/500002731,https://www.wikidata.org/wiki/Q2939083,1865–66,1865,1866,Albumen silver print from glass negative,"Image: 2 9/16 × 3 1/16 in. (6.5 × 7.8 cm), each
Mount: 3 3/8 × 6 7/8 in. (8.5 × 17.5 cm)","Anonymous Gift, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA,http://www.metmuseum.org/art/collection/search/663400,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
10.130.2738,FALSE,FALSE,FALSE,570463,Egyptian Art,1910,"Bead, cylinder (dish)","Glass bead, cylinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 B.C.–A.D. 364,-30,364,Mosaic glass,l. 2.2 × diam. 1.3 cm (7/8 × 1/2 in.),"Gift of Helen Miller Gould, 1910",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/570463,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2011.604.3.2216,FALSE,FALSE,TRUE,755924,Greek and Roman Art,2011,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,last quarter of the 6th century B.C.,-600,-400,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/755924,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
40.91.12,FALSE,FALSE,TRUE,347964,Drawings and Prints,1940,Drawing,Alcibiades Interrupting the Symposium, verso: Sketches of the Baptism of Christ and of a Man,NA,NA,NA,NA,NA,Artist,NA,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",NA,"Rubens, Peter Paul",Flemish,1577,1640,NA,http://vocab.getty.edu/page/ulan/500002921,https://www.wikidata.org/wiki/Q5599,1600–1640,1600,1640,"Pen and brown ink, over black chalk",sheet: 10 1/2 x 14 7/16 in. (26.7 x 36.7 cm),"Gift of Harold K. Hochschild, 1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/347964,https://www.wikidata.org/wiki/Q20550469,NA,"Metropolitan Museum of Art, New York, NY",Men|Christ,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000087,,,,,,,,,,,,,,
30.135.86,FALSE,FALSE,TRUE,196713,European Sculpture and Decorative Arts,1930,Mirror,Mirror,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650–1700,1650,1700,Silver,Overall: 3 15/16 × 3 1/4 in. (10 × 8.3 cm),"Gift of Mrs. Edward S. Harkness, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Silver,NA,http://www.metmuseum.org/art/collection/search/196713,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Women|Mirrors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300037682,,,,,,,,,,,,,,,
41.160.451,FALSE,FALSE,TRUE,253680,Greek and Roman Art,1941,Ring,Gold ring,Greek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 4th century B.C.,-399,-375,Gold,Length: 9/16 in. (1.4 cm),"Bequest of W. Gedney Beatty, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA,http://www.metmuseum.org/art/collection/search/253680,NA,NA,"Metropolitan Museum of Art, New York, NY",Rings|Human Figures,http://vocab.getty.edu/page/aat/300046012|http://vocab.getty.edu/page/aat/300404114,,,,,,,,,,,,,,,
17.190.508b,FALSE,FALSE,TRUE,464474,Medieval Art,1917,Medallion,Medallion with Saint Peter,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1320–40,1320,1340,"Champlevé enamel, gilded copper",Overall: Diam. 2 1/2 x 3/16 in. (6.3 x 0.4 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Siena,NA,NA,Italy,NA,NA,NA,NA,NA,NA,Enamels-Champlevé,NA,http://www.metmuseum.org/art/collection/search/464474,NA,NA,"Metropolitan Museum of Art, New York, NY",Portraits|Flowers|Saint Peter,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/ia/901000056,,,,,,,,,,,,,,,
79.2.522,FALSE,FALSE,TRUE,46859,Asian Art,1879,Cup,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Porcelain painted in overglaze polychrome enamels,H. 1 1/2 in. (3.8 cm), Diam. 3 in. (7.6 cm),"Purchase by subscription, 1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/46859,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers|Cups,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300043202,,,,,,,,,,,,,,
24.195.22,FALSE,FALSE,TRUE,251588,Greek and Roman Art,1924,Statuette of a woman votary,Lead figure of a woman,"Greek, Laconian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 7th–early 6th century B.C.,-625,-500,Lead,Height: 1 3/16 in. (3 cm),"Gift of A. J. B. Wace, 1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous-Lead,NA,http://www.metmuseum.org/art/collection/search/251588,NA,NA,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,,
91.1.53,FALSE,FALSE,TRUE,444429,Islamic Art,1891,Scarf end,Scarf End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 18th century,1775,1799,Wool,"H. 9 1/2 in. (24.1 cm)
W. 30 in. (76.2 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Attributed to,Sale,NA,NA,Morocco,NA,NA,NA,NA,NA,NA,Textiles-Embroidered,NA,http://www.metmuseum.org/art/collection/search/444429,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
29.100.331,FALSE,FALSE,TRUE,42421,Asian Art,1929,Jar,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678–88,1678,1688,"Porcelain with peach-bloom glaze (Jingdezhen ware)

",H. 2 1/4 in. (5.7 cm), Diam. 3 3/4 in. (9.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/42421,NA,NA,"Metropolitan Museum of Art, New York, NY",Jars,http://vocab.getty.edu/page/aat/300195347,,,,,,,,,,,,,,
83.7.186,FALSE,FALSE,TRUE,186449,European Sculpture and Decorative Arts,1883,Horn,Horn,German or Dutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,probably 19th century,1800,1899,Glass,Overall: 6 1/2 × 3 5/8 in. (16.5 × 9.2 cm),"Gift of Henry G. Marquand, 1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/186449,NA,NA,"Metropolitan Museum of Art, New York, NY",Horns,NA,,,,,,,,,,,,,,,
26.8.216,FALSE,FALSE,FALSE,548454,Egyptian Art,1926,"Wire, duck heads",Wire ending in Duck's Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1479–1425 B.C.,-1479,-1425,Gold,L. 11 cm (4 5/16 in), w. 8.3 cm (3 1/4 in),"Fletcher Fund, 1921",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/548454,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
17.194.396.49,FALSE,FALSE,FALSE,757185,Greek and Roman Art,1917,"Fragment, striped mosaic body",Glass striped mosaic vessel fragment,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 1st century B.C.–early 1st century A.D.,0,1,Glass,2 5/16 × 2 3/16 × 1/16 in. (5.9 × 5.6 × 0.2 cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/757185,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
17.194.1810,FALSE,FALSE,TRUE,250236,Greek and Roman Art,1917,Lamp in the form of an actor,Terracotta hanging lamp in the form of a comic actor,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd century A.D.,100,199,Terracotta,length  6 9/16in. (16.7cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terracottas,NA,http://www.metmuseum.org/art/collection/search/250236,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Actors|Lamps,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025658|http://vocab.getty.edu/page/aat/300037592,,,,,,,,,,,,,,,
2019.193.38a–d,FALSE,FALSE,TRUE,40470,Asian Art,2019,Box,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 17th period,1500,1700,Gold makie on black lacquer,H. 8 7/8 in. (22.5 cm), W. 8 3/4 in. (22.2 cm), L. 11 1/18 in. (28.3 cm),"Gift of Florence and Herbert Irving, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lacquer,NA,http://www.metmuseum.org/art/collection/search/40470,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,
17.194.339,FALSE,FALSE,FALSE,249576,Greek and Roman Art,1917,Ring,Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7000,330,Glass,"H.: 7/8 in. (2.3 cm)
Diam.: 2 in. (5.1 cm)","Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/249576,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2009.300.4512,FALSE,FALSE,FALSE,170384,Costume Institute,2009,Collar,Collar,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,1900,1900,Silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Eleanor Curnow, 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/170384,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1978.412.27,FALSE,FALSE,TRUE,310483,"Arts of Africa, Oceania, and the Americas",1978,Figure,Ehecatl Figure,Veracruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th–9th century,600,900,Ceramic,H .33 3/4 x W. 14 5/8 x D.17 3/4 in. (85.7 x 37.2 x 45.1 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1963",NA,NA,NA,Veracruz,Mexico,Mesoamerica,NA,NA,NA,NA,NA,Ceramics-Sculpture,NA,http://www.metmuseum.org/art/collection/search/310483,NA,NA,"Metropolitan Museum of Art, New York, NY",Deities,http://vocab.getty.edu/page/aat/300343850,,,,,,,,,,,,,,,
